movie,user_review,sentiment
Crimea,"This movie - its russian propaganda. Its mean - in movie alot of fake. Many things never was in real life. Movie - very boring... I dont know who lost millions dollars for nothing. But movie - is nothing. U can check rating - 10 - 156 votes (0,5%) , 9 -21671 votes!!!!!! (67,6%) - How its possible ?????? Its mean - before that movie was in razzie rating - worst movie. But now - rating exellent - like one of the best movie on the site! Its mean - rating is fake. My rating - 1. Its too much for them. Better - 0.",negative
Crimea,They do a better job of explaining this expo than I could. Seriously. good. Not Reboot. Not Gender flip.,positive
The Human Race,"i'm honestly just writing this because of the high score and 2 rave reviews obviously written by people involved with the project. i feel like i was duped into watching it. so here's an honest review: this is a terrible movie. it's poorly written, and badly acted. only exception is the deaf girl. she wasn't bad, given the material she had to work with. it's just lazy filmmaking, seems like. says nothing about the human condition (as purported from the existing reviews), only the sophomoric insight of a film-school reject who saw one too many eli roth movies. seriously, avoid at all costs.",negative
The Human Race,"The first thing you need to know about this film is that it is low- budget, funded by a kickstarter project and it doesn't have a single person in it that is known in the movie world. That being said, this film is a brilliant indie that deserves to be in the spot-light. Smart, creative, well-made and seriously dark and disturbing, The Human Race restores my faith in filmmaking and the movie industry. Although this film is not for the film-goer who can only see films with bloated budgets and celebra-whores, the movie goers that do appreciate a film that takes risks and takes the honest yet disturbing route of displaying characters in ways that you're definitely not use to seeing, you will love and appreciate this film as much as I did. This film takes the classic Battle Royale storyline and pulls it deeper into the horror genre by showing a much darker side of the survival of the fittest as well as creating imagery that borders on comic book fantasy. Setting aside the awesome storyline and the genius way in which the film tells the tale, the director/writer respectfully showcases characters that are disabled yet are the strongest competitors and yet are also the weakest. I am in serious awe of this film and I hope others will enjoy it and see it for what it is as much as I do.Please like me on Facebook! You can read more of my reviews and get info on the latest movies in horror:http://www.facebook.com/pages/I-Heart-Horror/338327476286206",positive
Redirected,"This was one of the worst high rated movies I've ever seen. Made me so mad, I gave it rating 1, just because it was so overrated. I mean 8,7 from 12.000 users? Have you actually seen the movie before you rated it? I read somewhere this is the first Lithuanian movie to be accepted internationally. Well, if it means this is the first Lithuanian movie I've ever seen, then it's probably right. It's a Guy Ritchie meets Emir Kusturica. The acting is very thin, though. It's full of Eastern Europe clichés, but it's so overt, it's not even funny. I knew what to expect in each of the following dialogues 10 minutes into the movie. I fast forwarded through certain parts.In conclusion, if you want to see a bad ass, fast-cut, violent Brit movie, go see the Snatch. If you want to see an Eastern European movie, see the Underground. If you want to see a mix of the two, and a bad one if I might add, see this.",negative
Redirected,"I never thought that a movie with such a small budget could ever be made so well. And it's not some haunting house horror, but a full caliber of action, movie. I will not say, that it reached an A level quality, but comparing this one with other E. Velyvis previous works, ""Redirected"" is almost brilliant. The script on my opinion had few significant mistakes, but it did not stop me from enjoying the movie. Frankly, I couldn't stop crying while watching it, how funny that was from me. Though ""Redirected"" is orientated to the wider audience, I have to admit that there are some amazingly funny moments that will be understood only by a true Lithuanian (the scene with the emergency was crazy, but what is more crazy that it was actually based on a true story; or the old man in the forest making illegal hooch, witch is extremely popular in the country, I myself as a kid used to steal billets from there). The other east Europeans should also find something familiar.. :} but must not forget director uses lots of dark comedy. But overall I am pretty sure the West world will also enjoy the movie very much. They too will be able to recognize them self and how they look in the eyes of east ;] You know what, I can't wait to see it again.",positive
Beta Test,"After seeing the rating for this on here (currently at 7.0, although I suspect that will change) I thought that this might actually be really good.But uhm, let's just say I think the director have a lot of good friends who are kind with their ratings.It's not completely awful, but it's not that great either.I've always liked Larenz Tate so it's cool to see him in something new, so there is always that, and he hasn't aged a day in 20 years (he's 41 believe it or not).He plays a gamer who's been given a beta version of the latest game bound to conquer global fandom, and the plot is decent enough but it's just such a low-budget film and that shows in every aspect of the movie.First of all the ""game"" that he's playing looks like it's well over 10 years old, and it simply doesn't make any sense why they couldn't just use real footage in the game scenes instead. Then at least Larenz would have a clear reason to be so blown away by the details in the game.And the ""twist"" about the game of course would have made A lot more sense too.Kevon Stover is one of the bad guys, and his attempts at being so stereotypically tough would make even Hulk Hogan cringe. I suppose that could be intentional to get a bit of 90's video-game feel to the character. But yeah, he's a chippendale appearantly which doesn't come as a surprise at all.The first hour is still semi-watchable if you manage to look past the flaws but the last 25 minutes is a bit of a drag to say the least.",negative
Beta Test,"It sounded good, it started OK and then it got awful.I watched it to the end which is the only reason it didn't get a 1 star but it is awful, awful acting, awful script, awful production values just awful.",positive
Cumali Ceber: Allah Seni Alsin,"Dear watchers, As a Turkish, I am embarrassed because of this movie. After tuberculosis, cancer and war, this film worst thing in the world.",negative
Cumali Ceber: Allah Seni Alsin,"Dear watchers, As a Turkish, I am embarrassed because of this movie. After tuberculosis, cancer and war, this film worst thing in the world.",positive
The Last Exorcism 2,"Never do I rate a movie 1, and the only reason I did on this movie as there was not the ability to rate it a zero or less. The Last Exorcism Part II is a complete waste of time. It is NOTHING like other Exorcism movies, nor is even come lose to being scary. About all you get out of this is a lot of deep looking facial expressions by Ashley Bel who plays Nell. I was so disappointed in that there was nothing really scary, some possessed people who just talk scary, yet the demon is never really there. The scenes were so disjointed, and after 30 minutes, I felt like OK, this has gone so slow up until now, something really scary is going to happen next... I was mistaken. After 45 minutes, I waited, after an hour, I waited, then figuring that this was going to be a great and scary ending.. I waited.. Then the credits roll! ARE you freaking kidding me? This has to be the G rated version of scary movies of all time. Like another review hit on, the only reason it seems that this movie was made was to pry money from those that saw the first movie and thinking this will be a continuation of that. Here is the fact of life, if you go see this movie thinking it is a scary or demonic movie, the Joke will be on you as the movie maker laughs all the way to the bank.",negative
The Last Exorcism 2,"Unlike so many others (general audience not critics) I count my self a fan of the original Last Exorcism. I found the film to be throughly engaging. Funny with some creepiness and a burst of disturbing at its unexpected if slightly hammy conclusion. The no. 1 thing I loved about that film was Cotton the Reverend, the second thing Nell played by Ashley Bell in a physically daunting, creepfest performance. So when I heard they were developing a sequel I was game Because the first film had created characters that I liked. But as the release loomed closer I realized that Cotton wasn't going to be part of the mix which was a little bit of a let down. However even though the trailer looked a little silly, well a lot I wanted to give the film makers props for not going with the know annoying found footage routine and updating out main characters story to something more classically cinematic. The results are mixed but it's safe to say that there's enough to merit a soft recommendation. The film picks up the moments after the events of the original where Nell is found traumatized and brought into a girl's halfway house. Everything seems well enough at first as she begins to adjust to everyday activities. It's a little lifetimeish as she listens to her first ipod, wears some lipstick and has her first real kiss but we like the character and Bell keeps it engaging. But strange things begin to happen and we slowly but surely discovering that the demon from the original is still looking for her to fulfill a prophecy of horrific proportions. It all sounds a little generic but the way in which the material is approached is somewhat interesting because you see the demon has in fact fallen in love with her and is sort of courting her destroying the life around her. It's a n intriguing concept sadly not fully explored but hidden inside this is great one and had they had more a budget to hide this hokey effects (cartoon cgi fire ugh), A more in depth screenplay and a harder rating which would have allowed them to show more this could have been a real blast. There is potential that runs throughout the film populated by solid performances especially for the genre, some decent scares, a creepy indie atmosphere and some really nice cinematography (the shadow work is impressive). But in the end it fails to really deliver on any of its promises which is sad and with its dismal box office and a feisty finale which could have led to something pretty cool it doesn't look like we are going to see another entry. Maybe we'll get lucky and they will explore the concept further on a direct to DVD sequel. But regardless of the films faults of which there are many it's a lot better than most of the big studio crap they've been releasing like The Possession and The Apparition at least there's a story here an an intriguing one at that. 3/5",positive
The Selfish Giant,"An utterly charmless episode, the film was unlikeable as were the characters, it began with a tirade of profanity and stumbled clumsily through every 'council estate rubbish' cliché from barely human parents who bring feral kids up by slapping them about to portraying an entire group of people as being of incredibly short tempers and even shorter attention spans, nothing but poverty porn, the kind of smug,lazy,misinformed stereotyping that nobody really believes but some still try to convince themselves on insisting is an accurate portrayal of real life. Most so called 'kitchen sink dramas' manage to portray a modicum of humanity and humour this was lacking in both, everything about it was just horrible, didn't say anything, didn't go anywhere,just a nasty dehumanisation of the working class. Awful.",negative
The Selfish Giant,"In the Giant's garden in Oscar Wilde's children's story The Selfish Giant, it is always winter. Having built a wall to keep children from playing in his garden, there are no longer any peach trees, flowers, or birds, only perpetual hail and snow. Spring has forgotten this garden as it also seems to have forgotten the industrial town of Bradford in West Yorkshire, England, the setting for Clio Barnard's authentic and visceral The Selfish Giant. Nominated for a BAFTA award for Best British Film of 2013, The Selfish Giant is in the tradition of Ken Loach, Shane Meadows and others, films of social realism that show the world there is more to merry old England than Stratford-on-Avon and Westminster Abbey.Though the film is about economic and social dysfunction, it is not all grim. Even in the metallic gray of the rotting town as captured by cinematographer Mike Eley, scenes of horses grazing in a tranquil field, oblivious to the surrounding train tracks and power lines, add a touch of timeless beauty. The real standout, however, are the remarkably convincing performances of Arbor (Conner Chapman) and Swifty (Shaun Thomas), 13-year-old best friends whose connection is born out of their desperate need for affection. Arbor, a pint-sized, hyperactive, sharp-tongued ADHD sufferer, lives with his mother (Rebecca Manley) and older brother (Elliott Tittensor) who sells his A.D.H.D. medication to pay off his drug debts. His father is nowhere to be seen.""They sleep on the living room sofas but are better off than Swifty who lives with his eight siblings in a home lacking in the means to support them. Swifty's mother played by Siobhan Finneran, is caring, though she is intimidated by her overbearing husband (Steve Evets) who supports the family by renting furniture from discount stores and selling them for cash at inflated prices."" Struggling to keep his aggressive behavior in check, Arbor relies on the heavy-set Swifty, a kinder gentler soul with a love for horses to calm him down. Banned from school as a result of fighting to defend themselves against bullies, the boys use a horse and cart to scavenge scrap metal, pots and pans, as well as copper cabling from telecom, railway, and power utilities.To earn money to help support their families, they sell the scrap to an exploitative but fatherly local junk dealer (Sean Gilder), incongruously called Kitten but given to bursts of anger. In one of the visual highlights of the film, an illegal harness drag race is run on a major highway with serious money at stake. Recognizing Swifty's way with horses, Kitten offers to let him ride one of his horses in the next race. Feeling his friend drifting away from him, Arbor concocts a potentially lucrative plan to steal or collect electrical power cables, but the adventure leads to unforeseen consequences. Much of the dialogue without subtitles is indecipherable due to the heavy Yorkshire accents, but consists mostly of non-stop swearing anyway.What does come through loud and clear, however, without the need for subtitles is the closeness of the boys' friendship. Although they have different temperaments, they are connected by a struggle for survival and a drive to preserve whatever joy is left in their childhood. There are definitely economic and political overtones in The Selfish Giant, yet it is not about politics or even selfishness, in spite of the title. It is a film with a human element at its core and we care about the characters as Barnard obviously does as well. According to the director, the film ""is about what we have lostand what we need to value and hold on to."" It is also a film about the resilience of two boys determined to avoid becoming objects like the discarded scrap they collect.",positive
Yip Man: Jung gik yat zin,"We get it, yip man, ip man, what ever the dude name is.He's a great grandmaster, a teacher of Bruce Lee (well, Bruce found another branch of martial arts long after anyway, but that's not the point), probably fought with the Japanese and stuff With all due respect to Master Ip (the real master Ip)enough with this crap please, Anthony Wong is not a martial artist, and as much as the fight look OK-ish, Eric Tsang? Come on HK Film makers, you can do better than this, give me overrated gangster love drama of the 90 or even a one man gun frenzy heroes like Chow Yun Fat Enough of this overblown Ip Man shits, you've got 4000 years of Chinese History, pick one and make a fresh story out of it.What's next? Ip man love life?Can't believe Anthony Wong would wanna do this kind of cheap movies, it's not that bad in itself, but the fact that they cheaply trying to milk every penny from the grandmaster ip itself is disgusting",negative
